Id,PostTypeId,ParentId,CreationDate,Score,OwnerUserId,OwnerDisplayName,Title,Tags,AnswerCount,CommentCount
"13169723","1","","2012-11-01 01:19:51","4","1733061","","timedelta csv pandas","<python><pandas>","1","4"
"13184553","1","","2012-11-01 19:57:40","2","983191","","list to string in df.to-csv()","<python><pandas>","2","3"
"11979194","1","","2012-08-16 00:39:34","2","1601780","","subclasses of pandas' object work differently from subclass of other object?","<python><subclass><pandas><series>","2",""
"12133075","1","","2012-08-26 19:10:01","3","1058521","","pandas - how to sort the result of DataFrame.groupby.mean()?","<python><pandas>","1",""
"12140417","1","","2012-08-27 10:40:17","3","336527","","pandas: normalizing a DataFrame","<python><pandas><database-normalization>","1",""
"12168648","1","","2012-08-28 22:50:21","2","968643","","Pandas (python): How to add column to dataframe for index?","<python><index><data.frame><pandas>","2",""
"12307099","1","","2012-09-06 19:32:25","1","645212","","Modifying a subset of rows in a pandas dataframe","<python><pandas>","2",""
"12358360","1","","2012-09-10 19:39:24","5","1649335","","Python pandas order column according to the values in a row","<python><sorting><pandas>","1",""
"12389898","1","","2012-09-12 13:58:12","3","567620","","Python Pandas: how to add a totally new column to a data frame inside of a groupby/transform operation","<python><group-by><transform><data.frame><pandas>","1","3"
"12411649","1","","2012-09-13 17:27:27","2","1255817","","Filter columns of only zeros from a Pandas data frame","<python><pandas>","1",""
"12421279","1","","2012-09-14 09:03:27","0","1518056","","Django caching system","<python><django><caching><pandas>","",""
"12432803","1","","2012-09-14 22:31:56","0","1529852","","weird behaviour when executing python script","<python><data.frame><pandas><bugs>","1","6"
"12497402","1","","2012-09-19 15:01:32","0","660664","","python pandas: Remove duplicates by columns A, keeping the row with the highest value in column B","<python><duplicates><pandas>","3",""
"12514590","1","","2012-09-20 14:16:45","1","1661173","","reading file with missing values in python pandas","<python><pandas>","2","3"
"12569730","1","","2012-09-24 17:11:53","4","865662","","Sum all columns with a wildcard name search using Python Pandas","<python><wildcard><pandas>","1","4"
"12608718","1","","2012-09-26 19:08:06","0","1649335","","python pandas unbound local error while calling a function 'df.apply'","<python><pandas><apply>","2",""
"12698764","1","","2012-10-02 21:39:16","1","3917","","How do I create a Categorial with my own levels in Pandas?","<python><pandas>","2",""
"12747417","1","","2012-10-05 13:34:16","1","1289107","","pyPandas: default columns names","<python><data.frame><pandas>","3",""
"12810801","1","","2012-10-10 01:43:11","1","1307298","","Union all type query with python pandas","<python><union><pandas>","1",""
"12829428","1","","2012-10-10 22:29:44","1","128580","","Quickly applying string operations in a pandas DataFrame","<python><pandas>","1","1"
"12840847","1","","2012-10-11 13:37:12","0","233446","","Filling higher-frequency windows when upsampling with pandas","<python><pandas>","1",""
"12906450","1","","2012-10-16 01:49:16","0","1074057","","Transformed Data Takes up 4x more space for a doubling of variables in pandas for python","<python><pandas>","1",""
"12950024","1","","2012-10-18 08:14:42","7","1755432","","Add a column with a groupby on a hierarchical dataframe","<python><group-by><pandas>","1","2"
"12979568","1","","2012-10-19 17:41:14","0","369541","","basic plotting with pandas","<python><plot><pandas>","1","3"
"13000427","1","","2012-10-21 17:42:17","1","107156","","Reshape Long Format Multivalue Dataframes with Pandas","<python><pivot><pandas><reshape>","1","1"
"13032834","1","","2012-10-23 14:32:34","1","1649335","","Based on the values in two columns merge values in other columns","<python><merge><pandas>","2",""
"13052844","1","","2012-10-24 15:50:51","3","839119","","matplotlib: how to decrease density of tick labels in subplots?","<python><plot><matplotlib><pandas>","2",""
"13105505","1","","2012-10-28 00:55:26","4","599526","","Accessing python sub list to import into pandas DataFrame","<python><pandas>","1","2"
"13107598","1","","2012-10-28 09:10:25","2","1072888","","How to df.groupby(cols).apply(my_func) for some columns, while leave a few columns not tackled?","<python><pandas>","1",""
"13114512","1","","2012-10-29 00:28:10","3","854739","","Calculating difference between two rows in Python / Pandas","<python><pandas>","2","4"
"13148429","1","","2012-10-30 22:22:59","4","1772165","","How to change the order of DataFrame columns?","<python><pandas>","3","2"
"13221218","1","","2012-11-04 17:50:34","1","1487345","","How to select rows within a pandas dataframe based on time only when index is date and time","<data.frame><pandas>","1",""
"12190716","1","","2012-08-30 06:00:25","2","1072888","","How to do a 'groupby' by multilevel index in Pandas","<python><pandas>","1",""
"12207326","1","","2012-08-31 00:10:12","5","660664","","pandas: Frequency table for a single variable","<python><statistics><pandas><frequency>","1",""
"12269528","1","","2012-09-04 18:43:55","2","865662","","Using python pandas to parse CSV with date in format Year, Day, Hour, Min, Sec","<python><pandas><dateutil>","1",""
"12278347","1","","2012-09-05 09:29:34","8","678486","","How can I efficiently save a python pandas dataframe in hdf5 and open it as a dataframe in R?","<python><r><pandas><data.table><hdf5>","3","3"
"12382197","1","","2012-09-12 06:16:15","1","243238","","Generating a boolean mask indexing one array into another array","<numpy><pandas>","3","4"
"12390336","1","","2012-09-12 14:21:11","5","1072888","","How to fill the missing record of Pandas dataframe in pythonic way?","<python><pandas>","2","3"
"12393387","1","","2012-09-12 17:23:17","1","567620","","Python Pandas: How to broadcast an operation using apply without writing a secondary function","<python><numpy><pandas><apply>","3","4"
"12429279","1","","2012-09-14 17:28:29","0","401828","","Design strategy for managing and processing datasets with Pandas + PyTables","<design><dataset><pandas><pytables>","1",""
"12450924","1","","2012-09-16 21:36:07","2","1236977","","Pandas Delete Row of Data where Index is String","<python><pandas>","1",""
"12461470","1","","2012-09-17 14:29:46","1","74342","","How to broadcast on a single index in hierarchically indexed DataFrame?","<python><pandas>","1",""
"12504951","1","","2012-09-20 01:20:19","1","968643","","Is it possible to save session in ipython like in MATLAB?","<python><ipython><pandas>","1","2"
"12504976","1","","2012-09-20 01:24:57","0","334755","","Get last ""column"" after .str.split() operation on column in pandas DataFrame","<string><split><pandas>","2",""
"12519103","1","","2012-09-20 18:58:25","0","1374969","","How to call set_index() on DataFrame?","<python><syntax-error><pandas>","1","1"
"12521909","1","","2012-09-20 22:35:57","1","1639821","","How can I multiply two dataframes with different column labels in pandas?","<python><pandas>","1","2"
"12589481","1","","2012-09-25 19:05:26","6","567620","","Python Pandas: Multiple aggregations of the same column","<python><aggregate><pandas>","2",""
"12593759","1","","2012-09-26 02:30:35","0","1236977","","Pandas Data Reconcilation","<python><pandas>","1",""
"12625650","1","","2012-09-27 16:10:31","4","1289107","","Pandas: grep like function","<grep><row><pandas>","1",""
"12704305","1","","2012-10-03 08:05:48","3","1479269","","return column names from pyodbc execute() statement","<pandas><pyodbc>","2",""
"12711551","1","","2012-10-03 15:16:58","0","1289107","","feed empty pandas.dataframe with several files","<python><data.frame><pandas>","2",""
"12844529","1","","2012-10-11 16:45:14","1","152439","","No numeric types to aggregate - change in groupby() behaviour?","<python><pandas>","1",""
"12877189","1","","2012-10-13 21:31:34","0","472866","","float64 with pandas to_csv","<python><numpy><pandas>","3","2"
"12945971","1","","2012-10-18 01:51:08","24","1629518","","Pandas timeseries plot setting x-axis major and minor ticks and labels","<python><matplotlib><pandas>","1","3"
"12984205","1","","2012-10-20 00:38:18","0","369541","","render pandas generated plot to matplotlib canvas for streaming","<python><matplotlib><pandas>","1",""
"13003051","1","","2012-10-21 23:01:04","1","63401","","How do I exclude a few columns from a DataFrame plot?","<pandas>","2",""
"13021654","1","","2012-10-22 23:48:58","1","55299","","Retrieving column index from column name in python pandas","<python><data.frame><pandas>","2",""
"13073045","1","","2012-10-25 16:25:48","3","1712282","","matplotlib savefig() size control","<python><matplotlib><pandas>","2",""
"13149288","1","","2012-10-30 23:54:10","1","401828","","Which features of Pandas DataFrame could be used to model GPS Tracklog data (read from GPX file)","<gps><pandas>","",""
"13188114","1","","2012-11-02 01:41:04","4","1790114","","Reindex or reorder group","<pandas>","2","1"
"13213039","1","","2012-11-03 20:09:28","3","1255817","","Reshape a group of Pandas Series into a DataFrame and fillin missing values","<scipy><pandas>","1",""
"13226029","1","","2012-11-05 04:43:47","3","680232","","Benefits of panda's multiindex?","<python><pandas><multi-index>","1",""
"12498809","1","","2012-09-19 16:17:54","2","1649335","","Python pandas duplicate values error","<python><data.frame><pandas>","1","3"
"12576151","1","","2012-09-25 04:18:30","0","282061","","Python pattern's RestrictingWrapper with metaclass","<python><design-patterns><numpy><pandas><metaclass>","1","4"
"12576313","1","","2012-09-25 04:44:02","4","1696130","","Convert excel or csv file to pandas multilevel dataframe","<python><excel><csv><data.frame><pandas>","2",""
"12588031","1","","2012-09-25 17:24:35","0","567620","","Python Pandas: converting several boolean columns into a (possibly repeated) column made up of the boolean column names","<python><boolean><data.frame><pandas><multiple-columns>","1",""
"12609631","1","","2012-09-26 20:13:51","0","1661173","","Python- count number of strings in pandas series","<python><pandas>","","3"
"12641606","1","","2012-09-28 14:06:39","0","1289107","","Pandas: sorting numbers within text by column","<python><sorting><data.frame><pandas>","4",""
"12647811","1","","2012-09-28 21:46:38","0","1289107","","pyPandas: swap cells strings from 2 dataframe columns [SOLVED]","<python><data.frame><pandas><compare-and-swap>","3","1"
"12700251","1","","2012-10-03 00:13:49","0","1497828","","Pandas: Edge case on boolean index into empty DataFrame","<python><data.frame><pandas><bugs>","0","2"
"12726432","1","","2012-10-04 11:38:28","9","1719510","","Using Python for Time Series Analysis and Forecasting","<python><pandas><time-series><forecasting><statsmodels>","3","1"
"12818103","1","","2012-10-10 11:20:08","0","1072888","","Pandas datetime convert & filter issue","<python><pandas>","2","1"
"12910187","1","","2012-10-16 08:11:17","4","1627810","","Pandas DataFrame slicing by day/hour/minute","<python><pandas><slicing>","1","1"
"12946578","1","","2012-10-18 03:21:26","0","287238","","Is this a python pandas DataFrame post sort plot bug?","<python><plot><pandas>","1","1"
"13013351","1","","2012-10-22 14:17:47","1","241515","","Pandas DataFrame with MultiIndex: efficient way of checking duplicate elements in one of the indices","<python><pandas><data-analysis>","1",""
"13022392","1","","2012-10-23 01:34:30","0","401828","","Calculate diff of a numpy array using custom function instead of subtraction","<multidimensional-array><numpy><pandas><vectorization>","1",""
"13062300","1","","2012-10-25 05:45:02","0","1667967","","convert a dict to sorted dict in python","<python><pandas><sorteddictionary>","1","1"
"13064400","1","","2012-10-25 08:17:14","0","1571660","","Resample to DatetimeIndex raises an error","<python><time-series><pandas>","2",""
"13089359","1","","2012-10-26 14:57:26","4","645212","","mystery when storing a dataframe containing strings in HDF with pandas","<python><pandas><hdf5>","2","2"
"13129618","1","","2012-10-29 21:01:02","0","1555275","","Histogram values of a Pandas Series","<python><numpy><pandas>","1",""
"13143050","1","","2012-10-30 16:03:17","1","241515","","Calculating subtractions of pairs of columns in pandas DataFrame","<python><pandas><data-analysis>","1","4"
"13156660","1","","2012-10-31 11:16:57","2","1768115","","Compute the nth day from the first event in Pandas","<python><datetime><pandas>","1",""
"13166842","1","","2012-10-31 20:20:44","2","1789674","","pandas dataframe multiply with a series","<data.frame><pandas><multiplying>","3","1"
"13236098","1","","2012-11-05 16:20:58","2","993872","","How to load only specific columns from csv file into a DataFrame","<pandas>","2",""
"13250046","1","","2012-11-06 11:27:42","4","1802883","","Pandas csv-import: Keep leading zeros in a column","<python><pandas>","1",""
"13256917","1","","2012-11-06 18:17:32","4","189418","","Pandas: Creating aggregated column in DataFrame","<python><pandas>","4",""
"13258974","1","","2012-11-06 20:36:45","1","484596","","Get a Dictionary by applying function to pandas Series","<python><pandas>","2",""
"13261175","1","","2012-11-06 23:39:52","1","287238","","pandas pivot dataframe to 3d data","<python><pandas>","1",""
"13281305","1","","2012-11-08 01:51:17","0","304690","","reading sparse csv file into pandas","<python><csv><pandas>","1",""
"13361326","1","","2012-11-13 13:10:40","2","653364","","Preserving datetime index in groupby operation","<python><pandas>","3","3"
"13384795","1","","2012-11-14 18:16:18","0","233446","","Using built-in pandas frequencies to simulate semiannual frequency","<python><pandas>","1",""
"13395725","1","","2012-11-15 10:37:58","1","241515","","Efficient way of doing permutations with pandas over a large DataFrame","<python><pandas><data-analysis>","1","5"
"12664590","1","","2012-09-30 19:58:30","6","1555275","","Linear regression - reduce degrees of freedom","<python><numpy><statistics><pandas><curve-fitting>","2",""
"12702423","1","","2012-10-03 05:33:24","2","1711722","","DateOffset: Week of Month","<python><datetime><pandas>","1","5"
"12772498","1","","2012-10-07 20:15:34","1","287238","","serialize pandas (python) dataframe to binary format","<python><data.frame><pandas>","2",""
"12886240","1","","2012-10-14 20:29:03","0","439693","","iter over dataframe","<python><pandas>","1","0"
"12960574","1","","2012-10-18 17:44:44","3","1757088","","pandas read_csv index_col=None not working","<python><pandas>","1","1"
"12962705","1","","2012-10-18 19:56:34","3","287238","","python pandas remove duplicates in series","<python><pandas>","2",""
"12962765","1","","2012-10-18 20:01:18","1","1712282","","Pandas DataFrame reindex column issue","<python><pandas>","1","0"
"12974404","1","","2012-10-19 12:34:46","1","1707495","","Unexpected results of min() and max() methods of Pandas series made of Timestamp objects","<python><timestamp><pandas>","1","3"
"12992958","1","","2012-10-20 21:40:19","2","1762007","","Pandas, How to reference Timeseries Items?","<python><time-series><pandas>","1","2"
"12995222","1","","2012-10-21 05:20:41","1","1513413","","Pandas adding Series to keep a running sum","<python><pandas>","1","1"
"13040312","1","","2012-10-23 22:27:37","0","645212","","Selecting the first index after a certain timestamp with a pandas TimeSeries","<python><pandas><lazy-evaluation>","2",""
"13079852","1","","2012-10-26 02:08:13","3","1185242","","How do I stack two DataFrames next to each other in Pandas?","<python><pandas>","2",""
"13084342","1","","2012-10-26 09:33:09","0","1072888","","How to do Pandas dataframe rolling_mean()?","<python><pandas>","1","1"
"13165461","1","","2012-10-31 18:37:10","1","1202834","","Is it possible to use searchsorted with a MultiIndex index in Pandas?","<python><indexing><pandas><fuzzy-search>","1",""
"13167391","1","","2012-10-31 21:03:56","3","369541","","filtering grouped df in pandas","<python><pandas>","1","5"
"13180499","1","","2012-11-01 15:39:55","3","250839","","Most efficient way to shift MultiIndex time series","<pandas>","1","1"
"13223360","1","","2012-11-04 21:56:14","0","1733061","","python split a pandas data frame by week or month and group the data based on these sp","<python><datetime><group-by><data.frame><pandas>","2","1"
"13239297","1","","2012-11-05 19:51:07","4","544178","","Python Pandas -- Random sampling of time series","<python><pandas>","1","2"
"13244095","1","","2012-11-06 03:51:14","4","190894","","What's the easiest way of getting this data into a Pandas Dataframe?","<pandas>","1",""
"13269890","1","","2012-11-07 12:33:12","3","1087310","","cartesian product in pandas","<python><pandas>","2","3"
"13298633","1","","2012-11-08 22:04:48","1","1438637","","Merge parameters for Pandas","<python><pandas>","1","6"
"13331518","1","","2012-11-11 13:26:27","1","1724926","","How to add a single item to a Pandas Series","<python><pandas>","2",""
"13331698","1","","2012-11-11 13:48:53","4","1072888","","How to apply a function to two columns of Pandas dataframe","<python><pandas>","3","4"
"13352369","1","","2012-11-12 22:06:27","3","1819380","","pandas Reindexing only valid with uniquely valued Index objects","<python><pandas>","1","4"
"13354725","1","","2012-11-13 02:18:10","2","1659087","","Trying to parse text files in python for data analysis","<python><parsing><numpy><scipy><pandas>","3","11"
"13354866","1","","2012-11-13 02:41:12","0","189418","","Pandas: Selection with MultiIndex","<python><pandas>","1","1"
"13370525","1","","2012-11-13 23:14:28","3","1574687","","Filling continuous pandas dataframe from sparse dataframe","<python><python-2.7><pandas>","1",""
"13385663","1","","2012-11-14 19:13:39","1","243238","","Calculating returns from a dataframe with financial data","<pandas><finance>","2",""
"13400938","1","","2012-11-15 15:39:28","0","1156707","","Is there a way to group by logical comparison of two columns in Pandas?","<python><pandas>","2",""
"13405611","1","","2012-11-15 20:27:19","3","1827813","","Pandas rolling apply with missing data","<python><pandas><missing-data><rolling>","1","1"
"13416344","1","","2012-11-16 12:10:27","3","1829447","","A Multi-Index Construction for Intraday TimeSeries (10 min price data)","<python><data.frame><time-series><pandas><multi-index>","2",""
"13432213","1","","2012-11-17 15:59:38","2","1438637","","Pandas time period data type prints as numbers?","<python><pandas>","1","2"
"12001043","1","","2012-08-17 06:51:01","0","1201501","","Import Error with pythoncom after building with PyInstaller","<pandas><importerror><pyinstaller><pythoncom>","",""
"12034143","1","","2012-08-20 08:04:25","0","1201501","","import error with pyinstaller, related to pythoncom; pywin32","<pandas><pywin32><pyinstaller><pythoncom>","",""
"12041519","1","","2012-08-20 16:32:26","0","1612198","","How to get the mean of a specific span of time","<python><time><span><pandas><mean>","3","3"
"12065885","1","","2012-08-22 03:16:56","8","1072888","","how to filter the dataframe rows of pandas by ""within""/""in""?","<python><pandas>","1",""
"12091967","1","","2012-08-23 12:48:48","0","1072888","","How to get one series within a multilevel index in python pandas","<python><pandas>","2","2"
"12169170","1","","2012-08-28 23:58:47","0","968643","","How should I take the max of 2 columns in a dataframe and make it another column?","<python><data.frame><pandas>","1","0"
"12227483","1","","2012-09-01 11:54:46","2","233201","","Pandas & Scikit: memory usage when slicing DataFrame","<python><pandas><scikit-learn>","1","2"
"12369546","1","","2012-09-11 12:18:27","0","256664","","Pandas - Parsing datetime column from sqlite database","<python><datetime><pandas>","2",""
"12383436","1","","2012-09-12 07:47:20","2","31335","","Access Pandas Series item with dot notation like DataFrame","<python><pandas>","2",""
"12391758","1","","2012-09-12 15:36:01","0","334755","","Memory efficient import many data files into panda DataFrame in Python","<python><pandas>","1",""
"12416932","1","","2012-09-14 01:17:06","3","1074057","","Grouping data by multiple dates in pandas","<python><pandas>","1",""
"12417129","1","","2012-09-14 01:50:48","1","1156707","","How do I convert a column from a pandas DataFrame from str (scientific notation) to numpy.float64?","<python><pandas>","2","3"
"12680754","1","","2012-10-01 20:42:16","0","342331","","Split pandas dataframe string entry to separate rows","<python><numpy><pandas>","1",""
"12687742","1","","2012-10-02 09:26:49","2","1701030","","comparison of two pandas-timeseries","<python><time-series><pandas>","2",""
"12734320","1","","2012-10-04 19:18:13","0","1289107","","pyPandas: mess with join/append/concat two dataframes","<python><join><data.frame><pandas><concat>","1",""
"12957593","1","","2012-10-18 14:55:31","3","241515","","Pandas: reshape data with duplicate row names to columns","<python><pandas>","1",""
"12979062","1","","2012-10-19 17:05:29","1","233446","","Using a custom offset alias in pandas","<python><pandas>","1",""
"13003769","1","","2012-10-22 00:59:03","5","107156","","Joining Multiple Dataframes with Pandas with overlapping Column Names?","<join><merge><pandas>","2",""
"13030245","1","","2012-10-23 12:17:56","1","544059","","How to shift a pandas MultiIndex Series?","<python><time-series><pandas>","1",""
"13030402","1","","2012-10-23 12:27:11","1","653364","","Pandas plot function ignores timezone of timeseries","<python><pandas>","1",""
"13030488","1","","2012-10-23 12:32:19","2","241515","","Using pandas to plot barplots with error bars","<python><matplotlib><pandas>","1",""
"13072259","1","","2012-10-25 15:41:32","3","287950","","Transforming Pandas dataframe","<python><pandas>","1","1"
"13081030","1","","2012-10-26 05:05:32","2","1749059","","Indexing the datetime column in the csv file using pandas","<python><pandas>","2","3"
"13183271","1","","2012-11-01 18:24:52","0","931775","","How do I resample/align a pandas timeseries to the closest calendar quarters?","<python><time-series><pandas><resampling>","1",""
"13185454","1","","2012-11-01 21:04:54","1","931775","","Using resample to align multiple timeseries in pandas","<python><time-series><pandas><resampling>","1","4"
"13261855","1","","2012-11-07 01:07:03","1","963989","","`pandas.DataFrame.apply` in a row by row operation","<python><pandas>","2",""
"13353233","1","","2012-11-12 23:19:02","4","218808","","Best way to split a DataFrame given an edge","<python><pandas>","4",""
"13445973","1","","2012-11-19 00:04:20","3","1438637","","Conditionally replacing values based on values in another column","<python><pandas>","2","2"
"13457806","1","","2012-11-19 16:15:37","1","423825","","Retrieving large frames with sparse data from hdf5 - 'NoneType' object is not iterable error","<pandas>","","1"
"13492226","1","","2012-11-21 11:23:14","0","1529852","","problems with apply function in pandas after update","<python><pandas><apply>","1","2"
"13119515","1","","2012-10-29 10:10:58","1","680232","","How to apply condition on level of pandas.multiindex?","<python><pandas>","2",""
"13133458","1","","2012-10-30 05:57:48","0","1784599","","Pandas Casting ISO String to datetime64","<python><datetime><pandas>","1",""
"13151514","1","","2012-10-31 04:59:10","2","1518837","","matplotlib plot window won't appear","<python><plot><matplotlib><64bit><pandas>","1","1"
"13187778","1","","2012-11-02 00:57:33","9","1792954","","pandas dataframe to numpy array - include index","<python><numpy><pandas>","1",""
"13202326","1","","2012-11-02 20:07:37","0","313588","","Pandas to_datetime produces confusing result","<pandas>","1",""
"13216087","1","","2012-11-04 04:28:56","3","40707","","pandas DataFrame pivoting issue","<python><pandas>","2",""
"13218461","1","","2012-11-04 12:21:07","3","1571660","","Predicting values using an OLS model with statsmodels","<python><pandas><linear-regression><statsmodels>","1",""
"13227865","1","","2012-11-05 07:38:20","2","1579844","","How to convert from pandas.DatetimeIndex to numpy.datetime64?","<python><datetime><numpy><pandas>","2",""
"13250499","1","","2012-11-06 11:55:09","1","1579844","","Attributes to a subclass of pandas.DataFrame disappear after pickle","<python><class><inheritance><subclass><pandas>","1",""
"13333159","1","","2012-11-11 16:39:08","0","240828","","pandas's resample with fill_method: Need to know data from which row was copied?","<python><pandas>","1",""
"13347288","1","","2012-11-12 16:16:43","3","544059","","How do I get nice tick labels for an irregularly sampled time series?","<python><matplotlib><pandas>","1",""
"13389203","1","","2012-11-14 23:29:30","1","529841","","pandas: slice a MultiIndex by range of secondary index","<python><pandas>","3",""
"13411544","1","","2012-11-16 06:26:40","9","390388","","Delete column from pandas DataFrame","<data.frame><pandas>","2",""
"13423689","1","","2012-11-16 20:07:37","1","1696130","","pandas dataframe index error: AssertionError: Lengths of index and values did not match","<python><cloud><data.frame><pandas>","1","1"
"13454909","1","","2012-11-19 13:34:10","0","354911","","missing data in pandas read_csv","<pandas>","2",""
"13478597","1","","2012-11-20 17:22:04","1","1438637","","Arithmetic on date series (not an index) in Pandas","<python><pandas>","1","2"
"13505843","1","","2012-11-22 04:21:20","4","1696130","","Pandas Panel fancy indexing: How to return (index of) all DataFrames in Panel based on Boolean of multiple columns in each df","<python><indexing><panel><data.frame><pandas>","1","2"
"13517451","1","","2012-11-22 17:18:44","0","287238","","pandas datetime to index bug OR possible time travel discovery","<python><pandas>","1","1"
"13575090","1","","2012-11-26 23:41:31","2","1371091","","Construct pandas DataFrame from items in nested dictionary","<python><data.frame><pandas>","1","1"
"13582449","1","","2012-11-27 10:43:07","2","1246428","","Convert DataFrameGroupBy object to DataFrame pandas","<python><pandas>","1",""
"13606487","1","","2012-11-28 13:43:40","0","1274613","","Pandas: Calculate average for all entries that only differ in two columns","<python><pandas>","1","2"
"13630035","1","","2012-11-29 16:18:08","1","761492","","Enable full summary on a huge data frame","<python><pandas>","3",""
"13636592","1","","2012-11-29 23:20:44","1","1715271","","How to sort a Pandas DataFrame according to multiple criteria?","<python><pandas>","2",""
"13682044","1","","2012-12-03 11:11:56","3","1872240","","Pandas DataFrame: remove unwanted parts from strings in a column","<python><data.frame><pandas>","2",""
"13736988","1","","2012-12-06 04:29:37","0","1843099","","how can I get a clear x-axis in pandas","<python><pandas>","1","4"
"13769600","1","","2012-12-07 19:17:18","0","1394513","","Behaviour of rolling_mean","<pandas>","1",""
"13851535","1","","2012-12-13 01:28:24","1","1080717","","How to delete rows from a pandas DataFrame based on a conditional expression","<python><pandas>","1",""
"13878959","1","","2012-12-14 12:44:18","0","55070","","Running sum in pandas (without loop)","<python><pandas>","2","4"
"13952977","1","","2012-12-19 12:58:01","3","1915817","","Series as indexes for DataFrame","<pandas>","1","0"
"13962133","1","","2012-12-19 22:11:18","2","1708646","","Pandas interpolate changed in version 0.10?","<python><pandas><interpolate>","1","1"
"13984461","1","","2012-12-21 04:53:12","1","1642513","","Python pandas resample added dates not present in the original data","<python><pandas>","2",""
"13027147","1","","2012-10-23 09:17:44","1","839119","","Histogram with breaking axis and interlaced colorbar","<python><mathematica><histogram><pandas>","2","1"
"13031803","1","","2012-10-23 13:41:52","3","1768115","","Create a column which increments based on another column in Python","<python><r><pandas><data.table>","3","7"
"13063259","1","","2012-10-25 07:01:26","0","1773339","","How I do find median using pandas on a dataset?","<python><pandas>","1","1"
"13116394","1","","2012-10-29 05:38:51","1","1037869","","pandas: flatten df with delimiter","<python><numpy><pandas>","1","2"
"13175251","1","","2012-11-01 10:34:50","3","1768115","","Compute the nth day from the first event within each group in Pandas","<python><pandas>","1",""
"13326887","1","","2012-11-10 22:58:50","0","1365135","","Data frame column with conditional data - Python","<python><numpy><data.frame><pandas>","1",""
"13369684","1","","2012-11-13 22:06:53","4","143476","","Has the DataFrame object from pandas superceded the other alternatives for heterogeneous data types?","<python><numpy><scipy><pandas>","1","1"
"13378490","1","","2012-11-14 12:04:13","0","1823595","","Trouble Porting Pandas for Python on Mac","<python><osx><pandas>","1","5"
"13464492","1","","2012-11-19 23:50:13","1","1487345","","OHLC aggregator doesn't work with dataframe on pandas?","<data.frame><time-series><pandas>","1","4"
"13475812","1","","2012-11-20 14:54:13","1","1838601","","Calculate daily sums using python pandas","<python><pandas>","1",""
"13492530","1","","2012-11-21 11:42:53","3","1072888","","How to barplot Pandas dataframe columns aligning by sub-index?","<python><matplotlib><pandas>","1",""
"13557547","1","","2012-11-26 01:34:40","2","1852062","","Center a moving average on a Pandas timeseries object","<pandas>","1","2"
"13557559","1","","2012-11-26 01:36:13","1","993872","","How to write/read pandas Series to/from csv?","<pandas>","2",""
"13574420","1","","2012-11-26 22:41:26","0","1515250","","MultiIndex and columns in a DataFrame","<pandas>","1","2"
"13584149","1","","2012-11-27 12:21:06","2","1073420","","Adding DataFrames in pandas","<python><pandas><time-series>","1","1"
"13614273","1","","2012-11-28 20:58:19","-1","1156707","","Why does this pandas groupby object have all these extra groups?","<python><pandas>","1","1"
"13654699","1","","2012-11-30 23:35:15","5","1574687","","Reindexing pandas timeseries from object dtype to datetime dtype","<python><datetime><python-2.7><pandas>","1","0"
"13686849","1","","2012-12-03 15:51:59","0","1843099","","Index (columns [0]) have duplicate values","<pandas>","","2"
"13691485","1","","2012-12-03 20:52:48","0","1867185","","Issue with merging two dataframes in Pandas","<python><data><pandas>","1","4"
"13785932","1","","2012-12-09 08:42:47","2","1579844","","How to round a Pandas `DatetimeIndex`?","<date><datetime><numpy><pandas><dateformat>","2","3"
"13794560","1","","2012-12-10 03:21:45","2","1374969","","bdate_range AttributeError","<python><pandas>","1","3"
"13832938","1","","2012-12-12 04:44:03","1","1843099","","Ginput giving wrong date for datetimeindex","<python><matplotlib><pandas>","1","2"
"13867294","1","","2012-12-13 19:47:51","3","1645853","","cleaning big data using python","<python><pandas>","5","2"
"13906077","1","","2012-12-16 22:24:04","2","1908555","","reading date field from csv file into dataframe","<python><date><data.frame><pandas>","1",""
"13910891","1","","2012-12-17 08:49:06","1","1072888","","Error when calling R from Pandas","<pandas><rpy2>","","2"
"13918355","1","","2012-12-17 16:49:25","3","163400","","Non standard interaction among two tables to avoid very large merge","<python><join><merge><pandas><binary-search>","2","2"
"13941472","1","","2012-12-18 21:03:21","3","680232","","Python splines or other interpolations that work with time on x-axis?","<python><scipy><pandas>","1",""
"14012235","1","","2012-12-23 15:34:17","2","1019856","","Pandas read_csv and remove daylight saving","<python><pandas><dateutil>","1","2"
"14035148","1","","2012-12-26 01:20:26","1","1911866","","Import netCDF file to Pandas dataframe","<python><data.frame><pandas><netcdf>","2",""
"14057007","1","","2012-12-27 15:24:13","2","1927088","","Remove rows not .isin('X')","<python><filtering><pandas>","2",""
"14059094","1","","2012-12-27 18:02:41","3","1889418","","I want to multiply two columns in a pandas DataFrame and add the result into a new column","<python><python-2.7><pandas>","3",""
"14081357","1","","2012-12-29 11:50:42","0","1872240","","pandas df.apply() works on Mac OS X but not on Ubuntu","<python><osx><ubuntu><pandas>","","2"
"13229750","1","","2012-11-05 10:00:56","3","1579844","","How to add attributes to a subclass of pandas.DataFrame?","<pandas>","2","1"
"13249135","1","","2012-11-06 10:33:34","1","1715271","","Installing Pandas on Mac OSX","<python><pandas>","3",""
"13279690","1","","2012-11-07 22:55:24","3","645212","","unexpected behavior when combining two dataframes in pandas","<python><pandas>","2","1"
